"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of survivors","Number of Female","Number of Male","Number of Children","Cause of death","Location Description","Information Source","Location","Information Reliability","Migrant Route","URL","UNSD Geographical Grouping"
"30850","Mediterranean","March 03, 2017","2017","Mar","1","","1","","","1","1","Sickness and lack of access to medicines","Rescue boat, unspecified location between North Africa and Catania, Italy","Reuters","37.207444300000, 15.923595400000","Partially verified","Central Mediterranean","http://bit.ly/2lOuaFr","Uncategorized"
"30851","Mediterranean","March 03, 2017","2017","Mar","1","","1","","","","","Unknown","Unspecified location between North Africa and Italy","UNHCR","35.099139200000, 13.048850200000","Verified","Central Mediterranean","","Uncategorized"
"30852","Mediterranean","March 03, 2017","2017","Mar","","25","25","115","","","","Drowning","5 KM off the coast of Tajoura, Libya","IOM Italy","32.936246200000, 13.403390100000","Verified","Central Mediterranean","http://bit.ly/2lHH7Si, http://bit.ly/2n6hMSn","Uncategorized"
"30848","Mediterranean","March 02, 2017","2017","Mar","1","","1","","","1","","Drowning","Near Punta Camarinal, Tarifa, Spain","Salvamento Maritimo via Twitter and La Voz Libre","36.051743056922, -5.803197855078","Verified","Western Mediterranean","http://bit.ly/18ibczY, http://bit.ly/2m2sjQQ","Uncategorized"
"30847","Mediterranean","March 01, 2017","2017","Mar","1","","1","","","1","","Drowning","Punta Carnero, near Algeciras, Spain","Europa Sur","36.075576792542, -5.413881649121","Partially verified","Western Mediterranean","http://bit.ly/2ms8OSW","Uncategorized"
"30898","Horn of Africa","March 01, 2017","2017","Mar","30","","30","","","","","Vehicle Accident","Near Lac Assal, Djibouti","Regional Mixed Migration Secretariat, confirmed by IOM Djibouti","11.647688800000, 42.395424900000","Verified","","http://bit.ly/2rwDwLX","Eastern Africa"
"43929","US-Mexico Border","March 01, 2017","2017","Mar","1","","1","","","","","Unknown (skeletal remains)","García Ranch, Brooks County, Texas, USA","South Texas Human Rights Center","27.027305700000, -98.221297900000","Verified","","","Northern America"
"30845","US-Mexico Border","February 28, 2017","2017","Feb","1","","1","","","1","","Drowning","Río Bravo, near KM 10 National Highway, Nuevo Laredo, Tamaulipas, Mexico","Lider Web","27.456537800000, -99.569848700000","Partially verified","","http://bit.ly/2ms8OSW","Central America"
"30846","US-Mexico Border","February 28, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30843","Europe","February 27, 2017","2017","Feb","1","","1","","","1","","Electrocution","Near train station at Balerna, Switzerland","La Provincia","45.843069700000, 9.000180300000","Partially verified","","http://bit.ly/2lNys3c, http://bit.ly/2lCGOYN, http://bit.ly/2tio6cT","Western Europe"
"30844","Middle East","February 27, 2017","2017","Feb","1","","1","","","1","","Shot","Unspecified location at the Syrian/Turkish border","Syrian Observatory for Human Rights","36.067868700000, 36.313740600000","Partially verified","","http://www.syriahr.com/en/?p=61753","Western Asia"
"43946","US-Mexico Border","February 27, 2017","2017","Feb","1","","1","","","","","Unknown (skeletal remains)","La India Ranch, Brooks County, Texas, USA","South Texas Human Rights Center","27.114586465508, -98.225195569922","Verified","","","Northern America"
"30840","Mediterranean","February 26, 2017","2017","Feb","1","","1","","","1","","Drowning","Az-Zawiyah, Libya","Informador","32.775910100000, 12.697316400000","Partially verified","Central Mediterranean","http://bit.ly/2mzmZTb","Uncategorized"
"30841","Mediterranean","February 26, 2017","2017","Feb","1","","1","","","","","Drowning","Body recovered near Cadiz, Spain","Informador","36.486584900000, -6.303310700000","Partially verified","Western Mediterranean","http://bit.ly/2mzmZTb","Uncategorized"
"30842","North Africa","February 26, 2017","2017","Feb","12","","12","","","","","Starvation, Sickness and lack of access to medicines","Near Bani Walid, Libya","Agencia Nova","31.760201600000, 13.977697100000","Partially verified","","http://bit.ly/2m1E7D5","Uncategorized"
"30839","US-Mexico Border","February 25, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30837","Central America","February 24, 2017","2017","Feb","1","","1","","","1","","Vehicle Accident","Highway, Huixtla, Chiapas, Mexico","El Orbe","15.122140000000, -92.713731600000","Partially verified","","http://bit.ly/2mlzRzj","Central America"
"30838","US-Mexico Border","February 24, 2017","2017","Feb","1","","1","","","1","","Sickness and lack of access to medicines","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30832","North Africa","February 23, 2017","2017","Feb","7","","7","","","","","Sickness and lack of access to medicines, Starvation, Suffocation, Shot, Stabbed, Excessive Physical Abuse","Tripoli, Libya","Regional Mixed Migration Secretariat","32.862970600000, 13.121579700000","Partially verified","","","Northern Africa"
"30833","Mediterranean","February 23, 2017","2017","Feb","14","","14","400","","","","Drowning","Off the coast of Zuwara, Libya","IOM Libya","33.010693000000, 12.047669600000","Verified","Central Mediterranean","","Uncategorized"
"30834","US-Mexico Border","February 23, 2017","2017","Feb","1","","1","","","1","","Drowning","Río Bravo, Puente Internacional 1, near Morelos Colonia, Piedras Negras, Cohauila, Mexico","Super Channel 12","28.691051700000, -100.580182900000","Partially verified","","http://bit.ly/2lRcWvh","Central America"
"30835","US-Mexico Border","February 23, 2017","2017","Feb","2","","2","1","","","","Vehicle Accident","Highway 10, between Demming and Lordburg, New Mexico","Localo","32.189093600000, -108.375117600000","Partially verified","","http://bit.ly/2lchvMh","Northern America"
"30836","Mediterranean","February 23, 2017","2017","Feb","1","","1","","","1","","Drowning","Port of Ceuta, Spain ","EFE","35.893784113931, -5.310254017664","Partially verified","Western Mediterranean","http://bit.ly/2muWe27","Uncategorized"
"30827","US-Mexico Border","February 22, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30828","Central America","February 22, 2017","2017","Feb","1","","1","","","1","","Train Accident","Highway Celaya-Villagrán KM 306, Old Station, Cortazar, Guanajuato, Mexico","Periodico Correo","20.478505200000, -100.978110000000","Partially verified","","http://bit.ly/2mogv8z","Central America"
"30830","Europe","February 22, 2017","2017","Feb","3","","3","5","","","","Drowning","Maritsa River, near ?psala, Turkey and Greece border","Expansion","40.944391500000, 26.285170200000","Partially verified","","http://bit.ly/2mnTMJR, http://bit.ly/2lNSjA4","Western Europe"
"30831","North Africa","February 22, 2017","2017","Feb","13","","13","","","","2","Suffocation","Bodies recovered from shipping container near Al Khums, Libya","IOM Libya","32.677012000000, 14.245194200000","Verified","","http://bit.ly/2lcYnOZ","Northern Africa"
"30826","Caribbean","February 21, 2017","2017","Feb","4","8","12","3","7","1","1","Drowning","Near Costa Esmeralda Beach in Miches, El Seibo province, Dominican Republic","Dominican Today","18.765849600000, -69.040668000000","Verified","Dominican Republic to Puerto Rico","http://bit.ly/2lEZBpi, http://bit.ly/2mbPHco, http://bit.ly/2mbAewc, http://bit.ly/2mgsje5","Caribbean"
"30822","Horn of Africa","February 20, 2017","2017","Feb","1","","1","","","","","Excessive Physical Abuse","Near Burao, Somalia","Regional Mixed Migration Secretariat","9.520638100000, 45.528888500000","Partially verified","","","Eastern Africa"
"30823","Mediterranean","February 20, 2017","2017","Feb","74","","74","","","74","","Drowning","Bodies recovered near Az Zawiyah, Libya","IOM Libya, Libyan Red Crescent","32.781230600000, 12.696461100000","Verified","Central Mediterranean","http://bit.ly/2lBQLbD, http://apne.ws/2m3vCs0, http://cnn.it/2lnDl2s, http://bit.ly/2mfjOzK, http://bit.ly/2mJ9seq","Uncategorized"
"30824","US-Mexico Border","February 20, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30825","US-Mexico Border","February 20, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30819","Mediterranean","February 19, 2017","2017","Feb","6","","6","","","","","Drowning","Bodies recovered near Az Zawiyah, Libya","IOM Libya","32.781230600000, 12.696461100000","Verified","Central Mediterranean","","Uncategorized"
"30820","Mediterranean","February 19, 2017","2017","Feb","","118","118","","","","","Drowning","Off the coast of Al Khums, Libya","IOM Libya","32.749201632784, 14.339309423828","Verified","Central Mediterranean","","Uncategorized"
"30821","North Africa","February 19, 2017","2017","Feb","2","","2","","","","","Harsh conditions, Suffocation","Ash Shamaliyah, Sudan","Regional Mixed Migration Secretariat","18.904759400000, 27.846891900000","Partially verified","","","Northern Africa"
"43945","US-Mexico Border","February 19, 2017","2017","Feb","1","","1","","","","","Unknown (skeletal remains)","Laborcitas Creek Ranch, Brooks County, Texas, USA","South Texas Human Rights Center","27.240319400000, -98.204450400000","Verified","","","Northern America"
"30815","North Africa","February 18, 2017","2017","Feb","3","","3","","","","","Sickness and lack of access to medicines, Starvation, Excessive Physical Abuse","In the Sahara desert, around Karima, Sudan","Regional Mixed Migration Secretariat","18.542712500000, 31.668154600000","Partially verified","","","Northern Africa"
"30816","Central America","February 18, 2017","2017","Feb","2","","2","","","2","","Fell from train","Train tracks, Guaymas, Sonora, Mexico","Monitor Guaymas - Empalme - San Carlos","27.914793400000, -110.942935600000","Partially verified","","http://bit.ly/2osyu2Q, http://bit.ly/2nvDK0I","Central America"
"30817","North Africa","February 18, 2017","2017","Feb","3","","3","","","","","Vehicle Accident","In the Sahara desert, around Aswan, Egypt","Regional Mixed Migration Secretariat","24.072132200000, 32.719902700000","Partially verified","","","Northern Africa"
"30818","US-Mexico Border","February 18, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30810","US-Mexico Border","February 17, 2017","2017","Feb","1","","1","","","1","","Unknown (skeletal remains)","4 miles west of FR 19","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","Verified","","","Northern America"
"30811","US-Mexico Border","February 17, 2017","2017","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30812","Middle East","February 17, 2017","2017","Feb","1","","1","","","","","Hypothermia","Near Euphrates River, eastern Turkey","Sozcu","38.415615800000, 40.892785500000","Partially verified","","http://bit.ly/2pUtXTG","Western Asia"
"30813","Horn of Africa","February 17, 2017","2017","Feb","1","","1","","","","","Sickness and lack of access to medicines","Near Dire Dawa, Ethiopia","Regional Mixed Migration Secretariat","9.605039000000, 41.820618900000","Partially verified","","","Eastern Africa"
"30814","Europe","February 17, 2017","2017","Feb","1","","1","","","1","","Electrocution, Train Accident","Found dead on train at Cannes La Bocca station, France","Le Parisien","43.555178800000, 6.978879800000","Partially verified","","http://bit.ly/2tjLQO5","Western Europe"
"30806","US-Mexico Border","February 15, 2017","2017","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30807","Central America","February 15, 2017","2017","Feb","1","","1","","","1","","Drowning","Río Blanco, Carlos Marx Colony, Orizaba, Veracruz, Mexico","El Mundo de Orizaba","18.836600300000, -97.110042500000","Partially verified","","http://bit.ly/2l2W9AE","Central America"
"30808","Mediterranean","February 15, 2017","2017","Feb","","9","9","2","","","","Drowning","Gibraltar Strait, near Tangier, Morroco","Salvamento Maritimo via Twitter and Entre Fronteras","35.854571821186, -5.797675591797","Verified","Western Mediterranean","http://bit.ly/2laD29F, http://bit.ly/2kBejcG","Uncategorized"
"30801","North Africa","February 14, 2017","2017","Feb","7","","7","","","","","Vehicle Accident","Around border crossing area in the Sahra desert near to Aswan, Egypt","Regional Mixed Migration Secretariat","21.999669500000, 31.164196800000","Partially verified","","","Northern Africa"
"30802","North Africa","February 14, 2017","2017","Feb","1","","1","","","","","Sickness and lack of access to medicines, Starvation, Sexual abuse","around Khartoum, Sudan","Regional Mixed Migration Secretariat","15.501534100000, 32.502556100000","Partially verified","","","Northern Africa"
"30803","North Africa","February 14, 2017","2017","Feb","1","","1","","","","","Sickness and lack of access to medicines, Starvation, Sexual abuse","In the desert on a small cave, Between Karima and Aswan, Egypt","Regional Mixed Migration Secretariat","21.124097600000, 31.770246500000","Partially verified","","","Uncategorized"
"30804","North Africa","February 14, 2017","2017","Feb","1","","1","","","","","Sickness and lack of access to medicines","In the Desert, near Khartoum, Sudan","Regional Mixed Migration Secretariat","15.629100500000, 30.951960400000","Partially verified","","","Northern Africa"
"30805","US-Mexico Border","February 14, 2017","2017","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30798","Horn of Africa","February 13, 2017","2017","Feb","6","","6","","","","","Sickness and lack of access to medicines","In sea, near Sana, Yemen","Regional Mixed Migration Secretariat","15.546658100000, 42.328246400000","Partially verified","","","Eastern Africa"
"30799","US-Mexico Border","February 13, 2017","2017","Feb","1","","1","","1","","","Unknown (skeletal remains)","Pima County (see spreadsheet for exact location)","Pima County Office of the Medical Examiner","31.875343400000, -112.547046600000","Verified","","","Northern America"
"30800","Central America","February 13, 2017","2017","Feb","1","","1","","","1","","Vehicle Accident","San Martín de las Pirámides, Mexico","Teotihuacan en Linea Diario","19.695513900000, -98.896157100000","Partially verified","","http://bit.ly/2nIbZG0","Central America"
